"id","title","description","price","image_link","additional_image_link","link","availability","condition","product_type"
"598821","Smart Thermos Flask 500ml Stainless Steel Hot Cold","Premium Smart Thermos Flask 500ml Stainless Steel Hot Cold available at best price.","1946 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_598821.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_598821_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_598821_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_598821_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_598821_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_598821_alt_4.jpg "" ","https://yourwebsite.com/products/598821","in stock","new","smart watch"
"627129","Wireless 360 Degree Smart Camera Black ABS","Premium Wireless 360 Degree Smart Camera Black ABS available at best price.","1651 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627129.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627129_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627129_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627129_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627129_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627129_alt_4.jpeg "" ","https://yourwebsite.com/products/627129","in stock","new","smart watch"
"623084","Black 360 Degree Smart Camera for Home","Premium Black 360 Degree Smart Camera for Home available at best price.","1582 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623084.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623084_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623084_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623084_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623084_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623084_alt_4.jpg "" ","https://yourwebsite.com/products/623084","in stock","new","smart watch"
"387899","Smart Bluetooth Headset M11 Mini Compact Comfortable Small and Durable","Premium Smart Bluetooth Headset M11 Mini Compact Comfortable Small and Durable available at best price.","910 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_387899.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_387899_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_387899_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_387899_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_387899_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_387899_alt_4.jpg "" ","https://yourwebsite.com/products/387899","in stock","new","smart watch"
"608187","Smart Mini GPS Tracker Black ABS for Keys Pets Bags","Premium Smart Mini GPS Tracker Black ABS for Keys Pets Bags available at best price.","2421 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_608187.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_608187_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_608187_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_608187_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_608187_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_608187_alt_4.jpg "" ","https://yourwebsite.com/products/608187","in stock","new","smart watch"
"627087","Wireless Smart Camera for Home & Travel Pakistan","Premium Wireless Smart Camera for Home & Travel Pakistan available at best price.","1792 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627087.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627087_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627087_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627087_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627087_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627087_alt_4.jpeg "" ","https://yourwebsite.com/products/627087","in stock","new","smart watch"
"482606","White Bluetooth 5 Airpods Pro 6S with Super Bass & Smart Touch","Premium White Bluetooth 5 Airpods Pro 6S with Super Bass & Smart Touch available at best price.","1722 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-86-482606-product-1.jpg"," "" https://content.public.markaz.app/markazimagevideo/public/products/578-86-482606-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/578-86-482606-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-86-482606-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/578-86-482606-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-86-482606-product-3.jpg "" ","https://yourwebsite.com/products/482606","in stock","new","smart watch"
"418254","Rechargeable Hair Epilator for Smooth Skin","Premium Rechargeable Hair Epilator for Smooth Skin available at best price.","3108 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_418254.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_418254_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_418254_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_418254_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_418254_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_418254_alt_4.jpg "" ","https://yourwebsite.com/products/418254","in stock","new","smart watch"
"657308","Solar Fence Light with 3 LED & Smart Sensor","Premium Solar Fence Light with 3 LED & Smart Sensor available at best price.","3731 PKR","https://cbu01.alicdn.com/img/ibank/3618872993_646400951.jpg"," "" https://cbu01.alicdn.com/img/ibank/4711413681_646400951.jpg,https://cbu01.alicdn.com/img/ibank/4709200071_646400951.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01pt2q2Y1pBWpaQqKlo_!!965505322-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/9214801659_646400951.jpg "" ","https://yourwebsite.com/products/657308","in stock","new","smart watch"
"657307","Solar Fence Light with 3 LED & Smart Sensor","Premium Solar Fence Light with 3 LED & Smart Sensor available at best price.","3122 PKR","https://cbu01.alicdn.com/img/ibank/3618872993_646400951.jpg"," "" https://cbu01.alicdn.com/img/ibank/4711413681_646400951.jpg,https://cbu01.alicdn.com/img/ibank/4709200071_646400951.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01pt2q2Y1pBWpaQqKlo_!!965505322-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/9214801659_646400951.jpg "" ","https://yourwebsite.com/products/657307","in stock","new","smart watch"
"618693","Smart TV Remote Control Black ABS Plastic Battery Memory","Premium Smart TV Remote Control Black ABS Plastic Battery Memory available at best price.","1232 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618693.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618693_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618693_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618693_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618693_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618693_alt_4.jpg "" ","https://yourwebsite.com/products/618693","in stock","new","smart watch"
"649656","Portable Tire Inflator Digital Pressure Pump Smart Charging","Premium Portable Tire Inflator Digital Pressure Pump Smart Charging available at best price.","7451 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01CKpPFz1vhwZdZWpaA_!!2691666205-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN01TTbgdu1vhwZcIyRH4_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01OmuDnM1vhwZeFjD4d_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01WYu3Jn1vhwZbbAN8h_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN018GHMKt1vhwZdTfmez_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01fvlZrj1vhwZdQP2J9_!!2691666205-0-cib.jpg "" ","https://yourwebsite.com/products/649656","in stock","new","smart watch"
"623184","Men's Black Plastic Aviator Watch Water Resistant","Premium Men's Black Plastic Aviator Watch Water Resistant available at best price.","1679 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623184.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623184_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623184_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623184_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623184_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_623184_alt_4.jpg "" ","https://yourwebsite.com/products/623184","in stock","new","smart watch"
"617245","Men's Black Geometric Watch Lightweight Daily Wear","Premium Men's Black Geometric Watch Lightweight Daily Wear available at best price.","1679 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617245.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617245_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617245_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617245_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617245_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617245_alt_4.jpeg "" ","https://yourwebsite.com/products/617245","in stock","new","smart watch"
"649652","Portable Electric Tire Inflator Smart Digital Pressure Pump","Premium Portable Electric Tire Inflator Smart Digital Pressure Pump available at best price.","7171 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01CKpPFz1vhwZdZWpaA_!!2691666205-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN01TTbgdu1vhwZcIyRH4_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01OmuDnM1vhwZeFjD4d_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01WYu3Jn1vhwZbbAN8h_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN018GHMKt1vhwZdTfmez_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01fvlZrj1vhwZdQP2J9_!!2691666205-0-cib.jpg "" ","https://yourwebsite.com/products/649652","in stock","new","smart watch"
"649651","Portable Electric Tire Inflator Black Smart Pressure Pump","Premium Portable Electric Tire Inflator Black Smart Pressure Pump available at best price.","7031 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01CKpPFz1vhwZdZWpaA_!!2691666205-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN01TTbgdu1vhwZcIyRH4_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01OmuDnM1vhwZeFjD4d_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01WYu3Jn1vhwZbbAN8h_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN018GHMKt1vhwZdTfmez_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01fvlZrj1vhwZdQP2J9_!!2691666205-0-cib.jpg "" ","https://yourwebsite.com/products/649651","in stock","new","smart watch"
"445171","Golden Stainless Steel Men's Watch with Open Face Dial","Premium Golden Stainless Steel Men's Watch with Open Face Dial available at best price.","1792 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/268-132-445171-product-1.jpg"," "" https://content.public.markaz.app/markazimagevideo/public/products/268-132-445171-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/268-132-445171-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/268-132-445171-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/268-132-445171-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/268-132-445171-product-3.jpg "" ","https://yourwebsite.com/products/445171","in stock","new","smart watch"
"366620","Blue Stainless Steel Analogue Watch for Men","Premium Blue Stainless Steel Analogue Watch for Men available at best price.","938 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_366620.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_366620_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_366620_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_366620_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_366620_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_366620_alt_4.jpg "" ","https://yourwebsite.com/products/366620","in stock","new","smart watch"
"649653","Portable Electric Tire Pump Black Digital Pressure Smart Charge","Premium Portable Electric Tire Pump Black Digital Pressure Smart Charge available at best price.","7311 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01CKpPFz1vhwZdZWpaA_!!2691666205-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN01TTbgdu1vhwZcIyRH4_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01OmuDnM1vhwZeFjD4d_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01WYu3Jn1vhwZbbAN8h_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN018GHMKt1vhwZdTfmez_!!2691666205-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01fvlZrj1vhwZdQP2J9_!!2691666205-0-cib.jpg "" ","https://yourwebsite.com/products/649653","in stock","new","smart watch"
"627829","Electric Helicopter for Kids 1-10 with Induction Watch","Premium Electric Helicopter for Kids 1-10 with Induction Watch available at best price.","1932 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627829.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627829_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627829_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627829_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627829_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_627829_alt_4.jpg "" ","https://yourwebsite.com/products/627829","in stock","new","smart watch"
"425597","Men's Black Digital Watch Water Resistant Battery Operated","Premium Men's Black Digital Watch Water Resistant Battery Operated available at best price.","2394 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_425597.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_425597_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_425597_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_425597_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_425597_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_425597_alt_4.jpg "" ","https://yourwebsite.com/products/425597","in stock","new","smart watch"
"617271","Black Stainless Steel Men's Watch with Chain Strap","Premium Black Stainless Steel Men's Watch with Chain Strap available at best price.","1819 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617271.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617271_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617271_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617271_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617271_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617271_alt_4.jpeg "" ","https://yourwebsite.com/products/617271","in stock","new","smart watch"
"656680","Smart Induction Lamp for Home & Office with 4LED & Auto PIR","Premium Smart Induction Lamp for Home & Office with 4LED & Auto PIR available at best price.","1708 PKR","https://cbu01.alicdn.com/img/ibank/4671805661_935821603.jpg"," "" https://cbu01.alicdn.com/img/ibank/4674606014_935821603.jpg,https://cbu01.alicdn.com/img/ibank/4671230047_935821603.jpg,https://cbu01.alicdn.com/img/ibank/4671212548_935821603.jpg,https://cbu01.alicdn.com/img/ibank/4671808708_935821603.jpg "" ","https://yourwebsite.com/products/656680","in stock","new","smart watch"
"382814","Rose Gold Heart Watch with Sparkles for Girls","Premium Rose Gold Heart Watch with Sparkles for Girls available at best price.","770 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382814.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382814_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382814_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382814_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382814_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382814_alt_4.jpg "" ","https://yourwebsite.com/products/382814","in stock","new","smart watch"
"621907","Black Stainless Steel Men's Analogue Watch","Premium Black Stainless Steel Men's Analogue Watch available at best price.","1511 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_621907.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_621907_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_621907_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_621907_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_621907_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_621907_alt_4.jpg "" ","https://yourwebsite.com/products/621907","in stock","new","smart watch"
"641775","A9 Smart Camera 1080p HD Remote Monitoring Black","Premium A9 Smart Camera 1080p HD Remote Monitoring Black available at best price.","1662 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01I39TwU1OdTOtIX4wB_!!2211074531728-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN01CCCMI71OdTOun3C1F_!!2211074531728-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01sqDP3u1OdTFArXKLk_!!2211074531728-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01fpmTrB1OdTFEab17i_!!2211074531728-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01xq2Zeu1OdTFBAJApP_!!2211074531728-0-cib.jpg "" ","https://yourwebsite.com/products/641775","in stock","new","smart watch"
"447382","Men's Stainless Steel Apple Watch White Dial","Premium Men's Stainless Steel Apple Watch White Dial available at best price.","938 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-447382-product-1.jpg"," "" https://content.public.markaz.app/markazimagevideo/public/products/578-132-447382-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/578-132-447382-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-447382-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/578-132-447382-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-447382-product-1-withcode.jpg "" ","https://yourwebsite.com/products/447382","in stock","new","smart watch"
"181775","Couple's Casual Analogue Watch","Premium Couple's Casual Analogue Watch available at best price.","2338 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/113-33276-181775-product-1.jpg"," "" https://content.public.markaz.app/markazimagevideo/public/products/113-33276-181775-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/113-33276-181775-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/113-33276-181775-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/113-33276-181775-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/113-33276-181775-product-1-withcode.jpg "" ","https://yourwebsite.com/products/181775","in stock","new","smart watch"
"373108","Grey Silicone Analogue Watch with 3 Sub-Dials for Men","Premium Grey Silicone Analogue Watch with 3 Sub-Dials for Men available at best price.","700 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373108.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373108_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373108_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373108_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373108_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373108_alt_4.jpg "" ","https://yourwebsite.com/products/373108","in stock","new","smart watch"
"607806","Black Arabic Aura Carbon Fiber Watch for Men","Premium Black Arabic Aura Carbon Fiber Watch for Men available at best price.","1120 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_607806.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_607806_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_607806_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_607806_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_607806_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_607806_alt_4.jpeg "" ","https://yourwebsite.com/products/607806","in stock","new","smart watch"
"382816","Heart Shaped Red Braided Bracelet Watch for Girls","Premium Heart Shaped Red Braided Bracelet Watch for Girls available at best price.","770 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382816.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382816_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382816_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382816_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382816_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_382816_alt_4.jpg "" ","https://yourwebsite.com/products/382816","in stock","new","smart watch"
"520248","Men's Gold Leather Watch with Roman Dial","Premium Men's Gold Leather Watch with Roman Dial available at best price.","959 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_520248.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_520248_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_520248_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_520248_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_520248_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_520248_alt_4.jpeg "" ","https://yourwebsite.com/products/520248","in stock","new","smart watch"
"617247","Black Matte Aluminum Analogue Watch for Men","Premium Black Matte Aluminum Analogue Watch for Men available at best price.","1819 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617247.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617247_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617247_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617247_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617247_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_617247_alt_4.jpeg "" ","https://yourwebsite.com/products/617247","in stock","new","smart watch"
"275654","Dinosaur Mosquito Repellent Watch for Kids","Premium Dinosaur Mosquito Repellent Watch for Kids available at best price.","461 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_275654.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_275654_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_275654_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_275654_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_275654_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_275654_alt_4.jpeg "" ","https://yourwebsite.com/products/275654","in stock","new","smart watch"
"465753","Men's Gold Stainless Steel Watch with Red Accents","Premium Men's Gold Stainless Steel Watch with Red Accents available at best price.","1358 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/268-132-465753-product-1.jpg"," "" https://content.public.markaz.app/markazimagevideo/public/products/268-132-465753-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/268-132-465753-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/268-132-465753-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/268-132-465753-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/268-132-465753-product-3.jpg "" ","https://yourwebsite.com/products/465753","in stock","new","smart watch"
"619073","Black Carbon Fiber Men's Watch Quartz Matte Finish","Premium Black Carbon Fiber Men's Watch Quartz Matte Finish available at best price.","1974 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619073.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619073_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619073_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619073_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619073_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619073_alt_4.jpeg "" ","https://yourwebsite.com/products/619073","in stock","new","smart watch"
